Smiles,pChEMBL
O=C(N[C@H]1CCc2ccccc21)c1nc(-c2cccs2)nc(O)c1O,7.698970004336019
CN1Cc2c(c(O)c3ncc(Cc4ccc(F)c(Cl)c4)cc3c2N(C)S(C)(=O)=O)C1=O,6.576754126063192
Cc1ccccc1Cc1ccc2[nH]cc(C(=O)O)c(=O)c2c1,5.969999718407896
O=C(c1ccc(-c2ccccc2)cc1)c1cc(=O)n(O)c(=O)[nH]1,5.6020599913279625
O=P(O)(O)C(O)(Cc1ccc(Cl)c(Cl)c1)P(=O)(O)O,5.3979400086720375
O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc(Cl)cc(Cl)c2Cl)c1O,4.886056647693163
N/C(=C\C(=O)c1cn(Cc2ccc(F)cc2)cc1-c1ccccc1)C(=O)O,7.366531544420414
CCO[C@@H]1C[C@@H](c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)N(C)C1,6.698970004336019
Oc1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1O,5.0
CCCCCC12CCC(C(=O)Nc3cccc(C(=O)CC(=O)C(=O)O)c3)(CC1)CC2,4.853871964321762
CN1CCS(=O)(=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,6.853871964321762
O=C(/C=C(\O)c1ccccc1)c1ccc2ccc(C(=O)O)c(O)c2n1,4.522878745280337
O=C(Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)Cc1ccc(O)c(O)c1)C(=O)O,6.055517327849832
COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)CO)N2c2ccc(C)cc2)cc1,4.85078088734462
Cn1c(=O)c(C(=O)NCCN2CCNC2=O)c(O)c2ncc(Cc3ccc(F)cc3)cc21,8.301029995663981
CCOCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2[nH]c1=O,8.045757490560675
CCN(C(=O)C(=O)N1CCOCC1)c1cccn2c(=O)c(O)c(C(=O)NCc3ccc(F)cc3)nc12,7.602059991327963
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,6.107905397309519
O=c1c(O)c(-c2ncc(Cc3ccc(F)cc3)s2)nc2c(Br)cc(N3CCOCC3)cn12,7.376750709602099
O=C(O)c1cc(-c2ccc(/C=N/Nc3nc4nonc4nc3Nc3ccccc3F)o2)ccc1Cl,5.3979400086720375
O=C1c2ncc3c(c(COCCCc4ccccn4)cn3Cc3ccc(F)cc3)c2CCN1O,7.853871964321762
O=C(NCc1ccc(F)cc1)c1nc2n(c(=O)c1O)CCCC21CCCC1,8.522878745280337
O=C(O)C(=O)CC(=O)c1ccc2ccc3cc(F)ccc3c2c1F,5.096910013008056
CO/N=C/c1cc2c(c(O)c1C(=O)O)-c1c(O)c3c(c(OC)c1CC2)C(=O)c1c(cc(O)c(C)c1O)C3=O,4.903089986991944
O=C(NCc1ccc(F)cc1)C1C(=O)N(O)C(=O)c2cc(C(F)(F)F)ccc21,7.698970004336019
CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,4.629999965785961
Cc1cc2c(c(=O)o1)C(/C=C/c1ccc(F)cc1)=[O+][B-](F)(F)O2,5.045757490560675
CC(C)c1cc2c(c(O)c1O)C(=O)N(Cc1ccc(F)c(Cl)c1)C2,5.267606240177032
CNc1nc(N/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3OC)o2)nc(Nc2ccccc2)n1,4.431798275933005
Cn1c([C@@H]2C[C@H](F)CN2Cc2ccon2)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,8.0
N#Cc1c(Cn2ccc3c4c(ncc32)C(=O)N(O)CC4)ccc(F)c1Cl,7.769551078621726
O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cc(Cl)ccc2Cl)c1O,4.7447274948966935
O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(Oc3ccc(Cl)cc3)cc2)c1O,4.795880017344075
N#C/C(=C\c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1nc2ccccc2[nH]1,4.044023777751675
O=C(/C=C/c1ccc(O)c(O)c1)NCC(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,6.431798275933005
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,5.154901959985743
O=C1c2ccc(O)c(O)c2C(=O)N1Cc1cccc(Br)c1,6.3979400086720375
CN(O)C(=O)c1cc2c(COC3CCOCC3)cn(Cc3ccc(F)cc3)c2cn1,6.504455662453552
CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,6.958607314841775
COC(=O)c1ccc(-c2ccc(C(=O)c3cc(=O)n(O)c(=O)[nH]3)cc2)cc1,5.173925197299173
COc1ccc(OC)c(CN2C(=O)c3c(c(O)c4nccnc4c3O)C2=O)c1,6.109998386815364
CCCCNC(=O)C1C(=O)N(O)C(=O)c2ccccc21,6.318758762624412
O=C(O)c1cc2ccn(Cc3ccc(F)cc3F)c2cn1,5.455931955649724
O=C(/C=C\c1ccc(O)c(O)c1)OC1CCC(OC(=O)/C=C\c2ccc(O)c(O)c2)CC1,5.995678626217358
COc1ccc(C2=Cc3ccc(F)cc3C(CC(=O)C(C)O)N2c2ccc(Cl)cc2)cc1,4.966576244513051
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,5.698970004336019
CNS(=O)(=O)c1cc(O)c(O)c(C(=O)NCc2ccc(F)cc2)c1,4.356547323513812
N#Cc1ccccc1Cn1cccc1/C=C/C(=O)CC(=O)C(=O)O,5.221848749616356
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(NC(=O)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1,4.434152181326482
O=C1Cc2ccc(-c3ccccc3)cc2C(=O)N1O,5.761953896871205
